date,year,eventLabel,typeLabel,category,impact,source,event_id
1937-01-01,1937,Quebra da bolsa em Moscou,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,4016
2023-01-01,2023,Mudança constitucional em Estados Unidos,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,4017
2019-01-01,2019,Crise financeira em Oceania,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,4018
2018-01-01,2018,Missão espacial para Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Médio,Synthetic_Historical_Dataset,4019
2019-01-01,2019,Incêndio florestal em América do Norte,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4020
1962-01-01,1962,Colapso bancário em França,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4021
1967-01-01,1967,Crise internacional envolvendo Rússia e Reino Unido,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,4022
2004-01-01,2004,Golpe militar em Alemanha,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,4023
1990-01-01,1990,Quebra da bolsa em Nova York,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,4024
1955-01-01,1955,Inflação alta em Oriente Médio,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4025
1975-01-01,1975,Pandemia de Parkinson,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,4026
2001-01-01,2001,Descoberta sobre Diabetes,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,4027
2011-01-01,2011,Revolução em Alemanha,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4028
1989-01-01,1989,Conflito armado na Europa,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4029
2021-01-01,2021,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,4030
2019-01-01,2019,Novo tratamento médico para Tuberculose,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,4031
2011-01-01,2011,Mudança constitucional em México,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4032
2020-01-01,2020,Quebra da bolsa em Cidade do México,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4033
1972-01-01,1972,Colapso bancário em Argentina,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4034
2024-01-01,2024,Pandemia de HIV/AIDS,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,4035
2017-01-01,2017,Novo tratamento médico para Alzheimer,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,4036
2003-01-01,2003,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,4037
2022-01-01,2022,Programa de saúde pública em Rússia,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,4038
2021-01-01,2021,Novo tratamento médico para Diabetes,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,4039
2019-01-01,2019,Conflito armado na Europa,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4040
2020-01-01,2020,Invasão de Japão,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,4041
2000-01-01,2000,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,4042
2021-01-01,2021,Revolução em Espanha,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4043
1982-01-01,1982,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,4044
2020-01-01,2020,Vacina desenvolvida para Cardiovasculares,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,4045
1994-01-01,1994,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,4046
2021-01-01,2021,Golpe militar em China,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4047
2012-01-01,2012,Avanço tecnológico em Medicina,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,4048
1958-01-01,1958,Eleições presidenciais em Itália,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,4049
2010-01-01,2010,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,4050
2008-01-01,2008,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4051
1998-01-01,1998,Furacão Evento_4051 atinge América Central,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4052
2024-01-01,2024,Inundação em América do Norte,Desastre Natural,Desastre Natural,Médio,Synthetic_Historical_Dataset,4053
1905-01-01,1905,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,4054
2023-01-01,2023,Invasão de China,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4055
1999-01-01,1999,Programa de saúde pública em Itália,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,4056
1990-01-01,1990,Invasão de Itália,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4057
1951-01-01,1951,Crise internacional envolvendo Austrália e Estados Unidos,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4058
1998-01-01,1998,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,4059
1982-01-01,1982,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,4060
1978-01-01,1978,Novo tratamento médico para Cardiovasculares,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,4061
1946-01-01,1946,Movimento social em México,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,4062
2003-01-01,2003,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,4063
2008-01-01,2008,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Baixo,Synthetic_Historical_Dataset,4064
1928-01-01,1928,Inundação em África,Desastre Natural,Desastre Natural,Médio,Synthetic_Historical_Dataset,4065
1956-01-01,1956,Novo tratamento médico para Diabetes,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,4066
2010-01-01,2010,Terremoto em Tóquio,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4067
1969-01-01,1969,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4068
2022-01-01,2022,Crise internacional envolvendo México e Índia,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4069
2008-01-01,2008,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,4070
2013-01-01,2013,Crise internacional envolvendo México e China,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4071
1955-01-01,1955,Crise internacional envolvendo Itália e Japão,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4072
2013-01-01,2013,Revolução em Arábia Saudita,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4073
2003-01-01,2003,Movimento social em Itália,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,4074
2007-01-01,2007,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,4075
1971-01-01,1971,Reforma política em Ásia,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4076
1939-01-01,1939,Novo tratamento médico para HIV/AIDS,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,4077
1982-01-01,1982,Lançamento de Computador,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,4078
1986-01-01,1986,Furacão Evento_4078 atinge Oceania,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4079
1996-01-01,1996,Independência de Espanha,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,4080
1995-01-01,1995,Crise cambial em América do Sul,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,4081
2005-01-01,2005,Reforma política em América do Sul,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4082
1999-01-01,1999,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4083
2019-01-01,2019,Guerra em Europa (2019),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4084
1905-01-01,1905,Incêndio florestal em África,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4085
1986-01-01,1986,Golpe militar em Coreia do Sul,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,4086
2017-01-01,2017,Dívida soberana de Itália,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4087
1959-01-01,1959,Mudança constitucional em Alemanha,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,4088
2024-01-01,2024,Novo tratamento médico para Câncer,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,4089
2011-01-01,2011,Batalha de Cidade do México (2011),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4090
2007-01-01,2007,Vacina desenvolvida para HIV/AIDS,Avanço Médico/Saúde,Avanço Médico/Saúde,Baixo,Synthetic_Historical_Dataset,4091
2010-01-01,2010,Dívida soberana de Índia,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4092
2012-01-01,2012,Reforma política em África,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,4093
2003-01-01,2003,Quebra da bolsa em Sydney,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,4094
2023-01-01,2023,Incêndio florestal em América Central,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4095
2014-01-01,2014,Missão espacial para Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,4096
1939-01-01,1939,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,4097
2006-01-01,2006,Batalha de Cidade do México (2006),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4098
1978-01-01,1978,Vacina desenvolvida para Diabetes,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,4099
2023-01-01,2023,Acordo de paz em América do Sul,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,4100
2003-01-01,2003,Eleições presidenciais em México,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4101
2017-01-01,2017,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,4102
1991-01-01,1991,Acordo de paz em Oriente Médio,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4103
2013-01-01,2013,Acordo de paz em Europa,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4104
1993-01-01,1993,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4105
1967-01-01,1967,Golpe militar em Austrália,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4106
2008-01-01,2008,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,4107
2012-01-01,2012,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,4108
2020-01-01,2020,Guerra em Ásia (2020),Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,4109
2024-01-01,2024,Descoberta sobre Diabetes,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,4110
1946-01-01,1946,Avanço tecnológico em Medicina,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,4111
2018-01-01,2018,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,4112
2024-01-01,2024,Colapso bancário em Japão,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,4113
2020-01-01,2020,Exploração de Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,4114
2024-01-01,2024,Conflito armado na Sudeste Asiático,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4115
2016-01-01,2016,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,4116
2001-01-01,2001,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,4117
1972-01-01,1972,Revolução em Arábia Saudita,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,4118
2008-01-01,2008,Invasão de México,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4119
2009-01-01,2009,Crise financeira em Europa,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,4120
1959-01-01,1959,Crise cambial em Oceania,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4121
2005-01-01,2005,Descoberta sobre HIV/AIDS,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,4122
2022-01-01,2022,Golpe militar em França,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,4123
2018-01-01,2018,Movimento social em Índia,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,4124
1973-01-01,1973,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,4125
2014-01-01,2014,Vacina desenvolvida para HIV/AIDS,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,4126
2019-01-01,2019,Golpe militar em Canadá,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,4127
2023-01-01,2023,Avanço tecnológico em Astronomia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,4128
2013-01-01,2013,Eleições presidenciais em Austrália,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4129
1994-01-01,1994,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4130
2024-01-01,2024,Conflito armado na América do Sul,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4131
1969-01-01,1969,Cometa Evento_4131 observado,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,4132
1978-01-01,1978,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4133
2003-01-01,2003,Crise financeira em América Central,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4134
2013-01-01,2013,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,4135
1991-01-01,1991,Conflito armado na Sudeste Asiático,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4136
1993-01-01,1993,Novo tratamento médico para Alzheimer,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,4137
2001-01-01,2001,Revolução em Reino Unido,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4138
1963-01-01,1963,Pandemia de Parkinson,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,4139
2019-01-01,2019,Colapso bancário em México,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4140
2023-01-01,2023,Seca prolongada em Oriente Médio,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4141
1989-01-01,1989,Cometa Evento_4141 observado,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,4142
2002-01-01,2002,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,4143
2007-01-01,2007,Conflito armado na América Central,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,4144
1982-01-01,1982,Furacão Evento_4144 atinge América do Norte,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,4145
1992-01-01,1992,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,4146
2017-01-01,2017,Dívida soberana de Índia,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,4147
1965-01-01,1965,Dívida soberana de Rússia,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,4148
2019-01-01,2019,Novo tratamento médico para Diabetes,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,4149
